ccaa;gender;diputado;grupo;partido;provincia;legislatura;cargo;handle;;twitter account;;Partido gobierno autonomico;gobierno_auto;gobierno_central;
CAT;0;I. Sr. Marc Sanglas i Alcantarilla;GP Junts pel sí;ERC;;XI;;;;msanglas;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Jordi-Miquel Sendra Vellvè;GP Junts pel sí;PDeCAT;TARRAGONA;XI;;;;jordisendra;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Maria Senserrich i Guitart;GP Junts pel sí;PDeCAT;;XI;;;;msenserrich;;Junts Pel Sí;1;0;
CAT;1;H. Sra. Anna Simó i Castelló;GP Junts pel sí;ERC;BARCELONA;XI;Secretària 1ª Mesa Parlament;;;AnnaSimo;;Junts Pel Sí;1;0;
CAT;0;Il·lm. Sr. Bernat Solé i Barril;GP Junts pel sí;ERC;LLEIDA;XI;;;;bernatsole;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Marc Solsona i Aixalà;GP Junts pel sí;PDeCAT;LLEIDA;XI;;;;solsona_marc;;Junts Pel Sí;1;0;
CAT;0;Il·lm. Sr. Roger Torrent i Ramió;GP Junts pel sí;ERC;GIRONA;XI;;;;rogertorrent11;;Junts Pel Sí;1;0;
CAT;0;H. Sr. Jordi Turull i Negre;GP Junts pel sí;PDeCAT;;XI;;;;jorditurull;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Teresa Vallverdú Albornà;GP Junts pel sí;ERC;;XI;;;;teresavallverdu;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Alba Vergés i Bosch;GP Junts pel sí;ERC;;XI;;;;albaverges;;Junts Pel Sí;1;0;
CAT;1;I. Sra. Montserrat Vilella Cuadrada;GP Junts pel sí;PDeCAT;TARRAGONA;XI;;;;montsevilellac;;Junts Pel Sí;1;0;
CAT;0;I. Sr. Matías Alonso Ruiz;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;;XI;;;;;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Inés Arrimadas García;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;InesArrimadas;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Martín Eusebio Barra López;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;_martinbarra;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Susana Beltrán García;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;susanabeltranga;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Marina Bravo Sobrino;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;MarinaBS_Cs;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Noemí de la Calle Sifré;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;Noemi_delaCalle;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Carlos Carrizosa Torres;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;Portaveu del Partit;;;carrizosacarlos;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Jean Castel Sucarrat;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;GIRONA;XI;;;;GironaJean;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Francisco Javier Domínguez Serrano;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;TARRAGONA;XI;;;;fjdominguez8;;Junts Pel Sí;0;0;
CAT;0;I. Sr. José María Espejo-Saavedra Conesa;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;Vicepresident segon Parlament;;;jmespejosaav;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Antonio Espinosa Cerrato;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;aespice;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Joan García González;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;joansabadell;;Junts Pel Sí;0;0;
CAT;0;I. Sr. David Mejía Ayra;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;davidmejiayra;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Fernando de Páramo Gómez;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;ferdeparamo;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Javier Rivas Escamilla;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;LLEIDA;XI;;;;;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Carmen de Rivera i Pla;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;;XI;;;;;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Lorena Roldán Suárez;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;TARRAGONA;XI;;;;Lroldansu;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Alfonso Sánchez Fisac;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;GIRONA;XI;;;;asancfisac;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Carlos Sánchez Martín;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;TARRAGONA;XI;;;;CarlosSM_Cs;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Sergio Sanz Jiménez;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;sergiobarcelona;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Sonia Sierra Infante;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;SoniaSierra02;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Jorge Soler González;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;LLEIDA;XI;;;;jsolerCs;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Elisabeth Valencia Mimbrero;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;evalmim;;Junts Pel Sí;0;0;
CAT;1;I. Sra. María Francisca Valle Fuentes;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Laura Vílchez Sánchez;GP Ciutadans;Ciutadans-Partido de la Ciudadanía;BARCELONA;XI;;;;LauraVilchezS;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Rafel Bruguera Batalla;GP Socialista;PSC-PSOE;GIRONA;XI;;;;rafelbruguera;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Carles Castillo Rosique;GP Socialista;PSC-PSOE;TARRAGONA;XI;;;;CarlesTgna;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Assumpta Escarp Gibert;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;aescarp;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Pol Gibert Horcas;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;polgibert;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Eva Granados Galiano;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;Eva_Granados;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Rosa Maria Ibarra Ollé;GP Socialista;PSC-PSOE;TARRAGONA;XI;;;;ROSA_M_IBARRA;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Miquel Iceta i Llorens;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;miqueliceta;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Eva Martínez Morales;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;eva_martinezmor;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Raúl Moreno Montaña;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;raulmorenom;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Marta Moreta Rovira;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;MartaMoreta;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Esther Niubó Cidoncha;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;eniubo;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Òscar Ordeig i Molist;GP Socialista;PSC-PSOE;;XI;;;;oscarordeig;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Ferran Pedret i Santos;GP Socialista;PSC-PSOE;;XI;;;;FerranPedret;;Junts Pel Sí;0;0;
CAT;0;I. Sr. David Pérez Ibáñez;GP Socialista;PSC-PSOE;BARCELONA;XI;;;;davidpsc;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Alícia Romero Llano;GP Socialista;PSC-PSOE;;XI;;;;aliciarll;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Jordi Terrades i Santacreu;GP Socialista;PSC-PSOE;;XI;;;;jterrades;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Jéssica Albiach Satorres;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;;;;jessicaalbiach;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Joan Coscubiela Conesa;GP Catalunya Sí Que es Pot;ICV;BARCELONA;XI;;;;jcoscu;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Albano Dante Fachin Pozzi;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;;;;AlbanoDante76;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Josep Lluís Franco Rabell;GP Catalunya Sí Que es Pot;INDEPENDENT;BARCELONA;XI;;;;LluisRabell;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Joan Giner Miguélez;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;;;;giner_joan;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Hortènsia Grau Juan;GP Catalunya Sí Que es Pot;ICV;;XI;;;;hortensiagrau;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Gemma Lienas Massot;GP Catalunya Sí Que es Pot;INDEPENDENT;BARCELONA;XI;;;;gemmalienas;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Àngels Martínez Castells;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;;;;angelsmcastells;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Joan Josep Nuet i Pujals;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;Secretari 3r Mesa Parlament;;;NUET;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Marta Ribas Frías;GP Catalunya Sí Que es Pot;ICV;BARCELONA;XI;;;;martaribasfrias;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Marc Vidal i Pou;GP Catalunya Sí Que es Pot;ICV;;XI;;;;marcvidalpou;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Alejandro Fernández Álvarez;GP del Partit Popular de Catalunya;Partit Popular;TARRAGONA;XI;Portaveu GP;;;alejandroTGN;;Junts Pel Sí;0;0;
CAT;0;Excm. Sr. Xavier García Albiol;GP del Partit Popular de Catalunya;Partit Popular;BARCELONA;XI;;;;Albiol_XG;;Junts Pel Sí;0;0;
CAT;1;I. Sra. María José García Cuevas;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;mariajosegcueva;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Esperanza García González;GP del Partit Popular de Catalunya;Partit Popular;BARCELONA;XI;;;;;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Andrea Levy Soler;GP del Partit Popular de Catalunya;Partit Popular;BARCELONA;XI;;;;ALevySoler;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Juan Milián Querol;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;JuanMilian;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Santi Rodríguez i Serra;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;santirodriguez;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Fernando Sánchez Costa;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;fsancos;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Sergio Santamaría Santigosa;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;sergio_stamaria;;Junts Pel Sí;0;0;
CAT;0;I. Sr. Alberto Villagrasa Gil;GP del Partit Popular de Catalunya;Partit Popular;BARCELONA;XI;;;;;;Junts Pel Sí;0;0;
CAT;1;I. Sra. Marisa Xandri Pujol;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;mxandri73;;Junts Pel Sí;0;0;
CAT;0;Sr. Albert Botran i Pahissa;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;albertbotran;;Junts Pel Sí;0;0;
CAT;1;Sra. Mireia Boya e Busquet;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;LLEIDA;XI;;;;yeyaboya;;Junts Pel Sí;0;0;
CAT;1;Sra. Anna Gabriel i Sabaté;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;AnnaGaSabate;;Junts Pel Sí;0;0;
CAT;0;Sr. Joan Garriga Quadres;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;;;Junts Pel Sí;0;0;
CAT;0;Sr. Carles Riera Albert;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;carlesral;;Junts Pel Sí;0;0;
CAT;0;Sr. Xavier Safont-Tria i Ramon;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;;;Junts Pel Sí;0;0;
CAT;0;Sr. Sergi Saladié Gil;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;TARRAGONA;XI;;;;saladiesergi;;Junts Pel Sí;0;0;
CAT;0;Sr. Benet Salellas i Vilar;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;GIRONA;XI;;;;;;Junts Pel Sí;0;0;
CAT;1;Sra. Gabriela Serra Frediani;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;mgabriela_serra;;Junts Pel Sí;0;0;
CAT;1;Sra. Mireia Vehí i Cantenys;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;Mireia_veca;;Junts Pel Sí;0;0;
VAL;0;Alamán Tabero, Jordi;Podemos - Podem;Podemos;València;IX;;;;Jaltab;;PSPV-PSOE - Compromís;0;0;
VAL;0;Almería Serrano, José Francisco;Podemos - Podem;Podemos;Alacant;IX;;;;JosepAlmeria;;PSPV-PSOE - Compromís;0;0;
VAL;1;Álvaro Cerezo, Mónica;Compromís;Coalició Compromís;Castelló;IX;;;;MonicaCompromis;;PSPV-PSOE - Compromís;1;0;
VAL;1;Andrés Sanchis, Concepción Desamparados;Socialista;PSPV-PSOE;València;IX;;;;conchaandres;;PSPV-PSOE - Compromís;1;0;
VAL;0;Argüeso Torres, Emilio;Ciudadanos;Ciudadanos;Alacant;IX;Secretari 1r Mesa Corts;;;emilio_argueso;;PSPV-PSOE - Compromís;0;0;
VAL;0;Arques Cortés, Vicente;Socialista;PSPV-PSOE;Alacant;IX;;;;vicentearques;;PSPV-PSOE - Compromís;1;0;
VAL;1;Bachero Traver, Belén;Compromís;Coalició Compromís;Castelló;IX;;;;belenbachero;;PSPV-PSOE - Compromís;1;0;
VAL;1;Barceló Chico, Ana;Socialista;PSPV-PSOE;Alacant;IX;;;;anabarcelochico;;PSPV-PSOE - Compromís;1;0;
VAL;0;Bellver Casaña, Jorge;Popular;PP;València;IX;;;;JorgeBellver;;PSPV-PSOE - Compromís;0;1;
VAL;1;Bernal Talavera, María;Popular;PP;València;IX;;;;MariaBernalT;;PSPV-PSOE - Compromís;0;1;
VAL;0;Bertomeu Vallés, Antoni Joan;Popular;PP;Alacant;IX;;;;antonijoan;;PSPV-PSOE - Compromís;0;1;
VAL;1;Besalduch Besalduch, Ana María;Socialista;PSPV-PSOE;Castelló;IX;;;;AnaBesalduch;;PSPV-PSOE - Compromís;1;0;
VAL;0;Betoret Coll, Vicente;Popular;PP;València;IX;;;;VicenteBetoret;;PSPV-PSOE - Compromís;0;1;
VAL;0;Boix Pastor, Alfredo Miguel;Socialista;PSPV-PSOE;València;IX;;;;boixalfred;;PSPV-PSOE - Compromís;1;0;
VAL;1;Bonig Trigueros, Isabel Plácida;Popular;PP;Castelló;IX;;;;isabelbonig;;PSPV-PSOE - Compromís;0;1;
VAL;0;Briet Seguí, Rafael Francisco;Socialista;PSPV-PSOE;Alacant;IX;;;;rafabriet72;;PSPV-PSOE - Compromís;1;0;
VAL;1;Caballero Hueso, María Mercedes;Socialista;PSPV-PSOE;València;IX;;;;mercaballero2;;PSPV-PSOE - Compromís;1;0;
VAL;0;Caballero Montañés, Juan Carlos;Popular;PP;València;IX;;;;JCcaballeroM;;PSPV-PSOE - Compromís;0;1;
VAL;1;Cabedo Laborda, Cristina;Podemos - Podem;Podemos;Castelló;IX;;;;cabedolaborda;;PSPV-PSOE - Compromís;0;0;
VAL;0;Calpe Saera, José Ramón;Popular;PP;Castelló;IX;;;;Joseramoncalpe;;PSPV-PSOE - Compromís;0;1;
VAL;1;Campello Moreno, Marian;Compromís;Coalició Compromís;Alacant;IX;;;;MarianCampello;;PSPV-PSOE - Compromís;1;0;
VAL;0;Casanova Claramonte, Vicente;Popular;PP;Castelló;IX;;;;VteCasanova;;PSPV-PSOE - Compromís;0;1;
VAL;0;Castelló Sáez, Alfredo Cesáreo;Popular;PP;València;IX;;;;alfcastello;;PSPV-PSOE - Compromís;0;1;
VAL;1;Catalá Verdet, María José;Popular;PP;València;IX;;;;mjosecatala;;PSPV-PSOE - Compromís;0;1;
VAL;0;Cerdán Pastor, David;Socialista;PSPV-PSOE;Alacant;IX;;;;Davidcerdanpsoe;;PSPV-PSOE - Compromís;1;0;
VAL;0;Císcar Bolufer, José;Popular;PP;Alacant;IX;;;;pepeciscar;;PSPV-PSOE - Compromís;0;1;
VAL;0;Climent González, Rafael;Compromís;Coalició Compromís;Alacant;IX;;;;Rafa_Climentg;;PSPV-PSOE - Compromís;1;0;
VAL;0;Córdoba Cortijo, Juan Ginés;Ciudadanos;Ciudadanos;València;IX;;;;JuanGCordoba;;PSPV-PSOE - Compromís;0;0;
VAL;1;Díaz González, Elisa;Popular;PP;Alacant;IX;;;;ELIALICANTINA;;PSPV-PSOE - Compromís;0;1;
VAL;0;Domínguez Pérez, Miquel;NO ADSCRITO;;València;IX;;;;;;PSPV-PSOE - Compromís;0;0;
VAL;1;Escrig Monzó, Maria Sabina;Socialista;PSPV-PSOE;Castelló;IX;;;;Sabina_Escrig;;PSPV-PSOE - Compromís;1;0;
VAL;0;Estañ García, Antonio;Podemos - Podem;Podemos;Alacant;IX;;;;Estany_;;PSPV-PSOE - Compromís;0;0;
VAL;1;Ferrer Matvieychuc, Graciela Noemí;Compromís;Coalició Compromís;València;IX;;;;FerrerGra;;PSPV-PSOE - Compromís;1;0;
VAL;1;Ferrer San Segundo, María José;Popular;PP;València;IX;;;;MJFSanSegundo;;PSPV-PSOE - Compromís;0;1;
VAL;0;Ferri Fayos, Francesc Xavier;Compromís;Coalició Compromís;València;IX;;;;franferri_;;PSPV-PSOE - Compromís;1;0;
VAL;0;Font de Mora Turón, Alejandro;Popular;PP;Castelló;IX;;;;fontdemora;;PSPV-PSOE - Compromís;0;1;
VAL;1;Gallén Peris, Marta;Popular;PP;Castelló;IX;;;;GallenMarta;;PSPV-PSOE - Compromís;0;1;
VAL;1;García González, Rosa María;Ciudadanos;Ciudadanos;Alacant;IX;;;;rosalcoy;;PSPV-PSOE - Compromís;0;0;
VAL;1;García Jiménez, María José;Ciudadanos;Ciudadanos;València;IX;;;;;;PSPV-PSOE - Compromís;0;0;
VAL;0;García Latorre, Francisco Javier;Compromís;Coalició Compromís;València;IX;;;;PGarcia_Latorre;;PSPV-PSOE - Compromís;1;0;
VAL;1;García Muñoz, Teresa;Compromís;Coalició Compromís;València;IX;;;;TeresaGarMu;;PSPV-PSOE - Compromís;1;0;
VAL;0;García Salvador, Alberto;NO ADSCRITO;;Castelló;IX;;;;;;PSPV-PSOE - Compromís;0;0;
VAL;0;Garcia i Tomàs, Víctor;Compromís;Coalició Compromís;Castelló;IX;;;;VictorGarcia_T;;PSPV-PSOE - Compromís;1;0;
VAL;1;Garrigues Francés, María Blanca;Popular;PP;València;IX;;;;;;PSPV-PSOE - Compromís;0;1;
VAL;1;Gascó Enríquez, Beatriz;Popular;PP;Castelló;IX;;;;beatriz_gasco;;PSPV-PSOE - Compromís;0;1;
VAL;1;Gascó Verdier, Beatriz;Podemos - Podem;Podemos;Alacant;IX;;;;beatriugasco;;PSPV-PSOE - Compromís;0;0;
VAL;0;Geffner Sclarsky, Daniel Eduardo;Podemos - Podem;Podemos;València;IX;;;;DanielGeffner;;PSPV-PSOE - Compromís;0;0;
VAL;0;González Delgado, Fernando Blas;Socialista;PSPV-PSOE;València;IX;;;;;;PSPV-PSOE - Compromís;1;0;
VAL;1;Hernández Sánchez, Noelia del Carmen;Socialista;PSPV-PSOE;Alacant;IX;;;;NoeliaHdezS;;PSPV-PSOE - Compromís;1;0;
VAL;0;Ibáñez Bordonau, Rubén;Popular;PP;Castelló;IX;;;;RubenIBB;;PSPV-PSOE - Compromís;0;1;
VAL;0;Jiménez Doménech, César;Podemos - Podem;Podemos;Castelló;IX;;;;sezaret;;PSPV-PSOE - Compromís;0;0;
VAL;0;Juan Huguet, Jordi;Compromís;Coalició Compromís;València;IX;;;;jordi_juan;;PSPV-PSOE - Compromís;1;0;
VAL;1;Marcos Puig, Verónica;Popular;PP;València;IX;;;;VeronicaMarcosP;;PSPV-PSOE - Compromís;0;1;
VAL;0;Marí Malonda, Alexis Frederic;NO ADSCRITO;;València;IX;;;;AlexisMariM;;PSPV-PSOE - Compromís;0;0;
VAL;1;Martín Pérez, María Sandra;Socialista;PSPV-PSOE;Alacant;IX;;;;SandraMartinAbg;;PSPV-PSOE - Compromís;1;0;
VAL;1;Martínez Ramírez, Carmen;Socialista;PSPV-PSOE;València;IX;Vicepresidenta 1ª Corts;;;carmenpsoe;;PSPV-PSOE - Compromís;1;0;
VAL;0;Marzà Ibáñez, Vicent;Compromís;Coalició Compromís;Castelló;IX;;;;VicentMarza;;PSPV-PSOE - Compromís;1;0;
VAL;0;Mata Gómez, Manuel;Socialista;PSPV-PSOE;València;IX;;;;manolomata;;PSPV-PSOE - Compromís;1;0;
VAL;1;Meco Tébar, Fabiola María;Podemos - Podem;Podemos;València;IX;;;;FabiolaMeco;;PSPV-PSOE - Compromís;0;0;
VAL;0;Miguel Martínez, David de;NO ADSCRITO;;Castelló;IX;;;;davdemi;;PSPV-PSOE - Compromís;0;0;
VAL;1;Mollá Herrera, Mireia;Compromís;Coalició Compromís;Alacant;IX;;;;MireiaMolla;;PSPV-PSOE - Compromís;1;0;
VAL;0;Montiel Márquez, José Antonio;Podemos - Podem;Podemos;València;IX;;;;amontielmarquez;;PSPV-PSOE - Compromís;0;0;
VAL;0;Morera Català, Enric Xavier;Compromís;Coalició Compromís;València;IX;President Corts;;;enricmorera;;PSPV-PSOE - Compromís;1;0;
VAL;0;Mulet Taló, Miguel Ángel;Popular;PP;Castelló;IX;;;;MuletTalo;;PSPV-PSOE - Compromís;0;1;
VAL;0;Muñoz Lladró, José Enrique;Socialista;PSPV-PSOE;València;IX;;;;JMLladro;;PSPV-PSOE - Compromís;1;0;
VAL;1;Mustafá Ávila, Rosa de Falastín;Socialista;PSPV-PSOE;Alacant;IX;;;;FlordelTuria;;PSPV-PSOE - Compromís;1;0;
VAL;0;Nadal Sendra, José Ramón;Compromís;Coalició Compromís;Alacant;IX;;;;JRNadal;;PSPV-PSOE - Compromís;1;0;
VAL;0;Navarro Caballero, Juan de Dios;Popular;PP;Alacant;IX;;;;JuandeNavarro;;PSPV-PSOE - Compromís;0;1;
VAL;1;Navarro Casillas, Isaura;Compromís;Coalició Compromís;València;IX;;;;isauranavarro;;PSPV-PSOE - Compromís;1;0;
VAL;1;Oltra Jarque, Mònica;Compromís;Coalició Compromís;València;IX;;;;monicaoltra;;PSPV-PSOE - Compromís;1;0;
VAL;1;Ortega Requena, Maria Josep;Compromís;Coalició Compromís;València;IX;;;;mjoseportega;;PSPV-PSOE - Compromís;1;0;
VAL;1;Ortiz Vilella, Eva;Popular;PP;Alacant;IX;;;;EvaOrtizVilella;;PSPV-PSOE - Compromís;0;1;
VAL;0;Pallarès Piquer, Marc;Podemos - Podem;Podemos;Castelló;IX;;;;;;PSPV-PSOE - Compromís;0;0;
VAL;1;Parra Almiñana, María Teresa;Popular;PP;Alacant;IX;;;;mayteparrapp;;PSPV-PSOE - Compromís;0;1;
VAL;0;Pastor Llorens, Fernando;Popular;PP;Alacant;IX;;;;nandopastorl;;PSPV-PSOE - Compromís;0;1;
VAL;1;Peremarch Palomares, Covadonga;NO ADSCRITO;;Alacant;IX;;;;;;PSPV-PSOE - Compromís;0;0;
VAL;0;Pérez Fenoll, Manuel;Popular;PP;Alacant;IX;;;;mperezfenoll;;PSPV-PSOE - Compromís;0;1;
VAL;1;Peris Cervera, Rosa María;Socialista;PSPV-PSOE;València;IX;;;;rosaperis1;;PSPV-PSOE - Compromís;1;0;
VAL;0;Pineda Cuenca, Manuel;Socialista;PSPV-PSOE;Alacant;IX;;;;ManuelPinedaVB;;PSPV-PSOE - Compromís;1;0;
VAL;0;Ponce Guardiola, Juan Ignacio;Compromís;Coalició Compromís;València;IX;Portavoz adjunto;;;JuanPonceVerds;;PSPV-PSOE - Compromís;1;0;
VAL;0;Puig Ferrer, Joaquín Francisco;Socialista;PSPV-PSOE;Castelló;IX;;;;ximopuig;;PSPV-PSOE - Compromís;1;0;
VAL;1;Quiñonero Hernández, María Luz;Podemos - Podem;Podemos;Alacant;IX;;;;Llumq;;PSPV-PSOE - Compromís;0;0;
VAL;1;Rodríguez Armigen, Cristina;Compromís;Coalició Compromís;Alacant;IX;;;;crarmigen;;PSPV-PSOE - Compromís;1;0;
VAL;0;Rojo Sánchez, Domingo;NO ADSCRITO;;València;IX;;;;domingorojo63;;PSPV-PSOE - Compromís;0;0;
VAL;0;Salas Maldonado, José;Popular;PP;Alacant;IX;;;;JoseSalasMaldon;;PSPV-PSOE - Compromís;0;1;
VAL;1;Salvador Rubert, María José;Socialista;PSPV-PSOE;Castelló;IX;;;;mjsalvadorubert;;PSPV-PSOE - Compromís;1;0;
VAL;1;Sánchez Zamora, María del Carmen;Ciudadanos;Ciudadanos;Alacant;IX;;;;MCsanchezCs;;PSPV-PSOE - Compromís;0;0;
VAL;0;Santamaría Ruiz, Luis Javier;Popular;PP;València;IX;;;;LuisStamaria;;PSPV-PSOE - Compromís;0;1;
VAL;1;Serna Serrano, Antonia;Socialista;PSPV-PSOE;Alacant;IX;;;;aserna08;;PSPV-PSOE - Compromís;1;0;
VAL;0;Soler Beneyto, Víctor;Popular;PP;València;IX;;;;visoben;;PSPV-PSOE - Compromís;0;1;
VAL;0;Subías Ruiz De Villa, Juan Ignacio;Socialista;PSPV-PSOE;Castelló;IX;;;;;;PSPV-PSOE - Compromís;1;0;
VAL;0;Subiela Chico, Antonio;Ciudadanos;Ciudadanos;València;IX;;;;ToniSubiela;;PSPV-PSOE - Compromís;0;0;
VAL;1;Tirado Museros, Clara de Asís;Socialista;PSPV-PSOE;Castelló;IX;;;;ClaraTirado;;PSPV-PSOE - Compromís;1;0;
VAL;0;Tormo Moratalla, Emigdio;Ciudadanos;Ciudadanos;Alacant;IX;;;;EmigdioTormo;;PSPV-PSOE - Compromís;0;0;
VAL;0;Torres García, David;Podemos - Podem;Podemos;València;IX;;;;Davidtaron;;PSPV-PSOE - Compromís;0;0;
VAL;1;Ventura Campos, Mercedes;Ciudadanos;Ciudadanos;Castelló;IX;;;;mventuracs;;PSPV-PSOE - Compromís;0;0;
