ccaa;gender;diputado;grupo;partido;provincia;legislatura;cargo;handle;;twitter account;;;
CAT;1;I. Sra. Jéssica Albiach Satorres;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;;;;jessicaalbiach;;;
CAT;0;I. Sr. Joan Coscubiela Conesa;GP Catalunya Sí Que es Pot;ICV;BARCELONA;XI;;;;jcoscu;;;
CAT;0;I. Sr. Albano Dante Fachin Pozzi;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;;;;AlbanoDante76;;;
CAT;0;I. Sr. Josep Lluís Franco Rabell;GP Catalunya Sí Que es Pot;INDEPENDENT;BARCELONA;XI;;;;LluisRabell;;;
CAT;0;I. Sr. Joan Giner Miguélez;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;;;;giner_joan;;;
CAT;1;I. Sra. Hortènsia Grau Juan;GP Catalunya Sí Que es Pot;ICV;;XI;;;;hortensiagrau;;;
CAT;1;I. Sra. Gemma Lienas Massot;GP Catalunya Sí Que es Pot;INDEPENDENT;BARCELONA;XI;;;;gemmalienas;;;
CAT;1;I. Sra. Àngels Martínez Castells;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;;;;angelsmcastells;;;
CAT;0;I. Sr. Joan Josep Nuet i Pujals;GP Catalunya Sí Que es Pot;Podemos;BARCELONA;XI;Secretari 3r Mesa Parlament;;;NUET;;;
CAT;1;I. Sra. Marta Ribas Frías;GP Catalunya Sí Que es Pot;ICV;BARCELONA;XI;;;;martaribasfrias;;;
CAT;0;I. Sr. Marc Vidal i Pou;GP Catalunya Sí Que es Pot;ICV;;XI;;;;marcvidalpou;;;
CAT;0;I. Sr. Alejandro Fernández Álvarez;GP del Partit Popular de Catalunya;Partit Popular;TARRAGONA;XI;Portaveu GP;;;alejandroTGN;;;
CAT;0;Excm. Sr. Xavier García Albiol;GP del Partit Popular de Catalunya;Partit Popular;BARCELONA;XI;;;;Albiol_XG;;;
CAT;1;I. Sra. María José García Cuevas;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;mariajosegcueva;;;
CAT;1;I. Sra. Esperanza García González;GP del Partit Popular de Catalunya;Partit Popular;BARCELONA;XI;;;;;;;
CAT;1;I. Sra. Andrea Levy Soler;GP del Partit Popular de Catalunya;Partit Popular;BARCELONA;XI;;;;ALevySoler;;;
CAT;0;I. Sr. Juan Milián Querol;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;JuanMilian;;;
CAT;0;I. Sr. Santi Rodríguez i Serra;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;santirodriguez;;;
CAT;0;I. Sr. Fernando Sánchez Costa;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;fsancos;;;
CAT;0;I. Sr. Sergio Santamaría Santigosa;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;sergio_stamaria;;;
CAT;0;I. Sr. Alberto Villagrasa Gil;GP del Partit Popular de Catalunya;Partit Popular;BARCELONA;XI;;;;;;;
CAT;1;I. Sra. Marisa Xandri Pujol;GP del Partit Popular de Catalunya;Partit Popular;;XI;;;;mxandri73;;;
CAT;0;Sr. Albert Botran i Pahissa;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;albertbotran;;;
CAT;1;Sra. Mireia Boya e Busquet;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;LLEIDA;XI;;;;yeyaboya;;;
CAT;1;Sra. Anna Gabriel i Sabaté;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;AnnaGaSabate;;;
CAT;0;Sr. Joan Garriga Quadres;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;;;;
CAT;0;Sr. Carles Riera Albert;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;carlesral;;;
CAT;0;Sr. Xavier Safont-Tria i Ramon;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;;;;
CAT;0;Sr. Sergi Saladié Gil;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;TARRAGONA;XI;;;;saladiesergi;;;
CAT;0;Sr. Benet Salellas i Vilar;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;GIRONA;XI;;;;;;;
CAT;1;Sra. Gabriela Serra Frediani;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;mgabriela_serra;;;
CAT;1;Sra. Mireia Vehí i Cantenys;GP de la Candidatura d'Unitat Popular - Crida Constituent;CUP;BARCELONA;XI;;;;Mireia_veca;;;
VAL;0;Alamán Tabero, Jordi;Podemos - Podem;Podemos;València;IX;;;;Jaltab;;;
VAL;0;Almería Serrano, José Francisco;Podemos - Podem;Podemos;Alacant;IX;;;;JosepAlmeria;;;
VAL;1;Álvaro Cerezo, Mónica;Compromís;Coalició Compromís;Castelló;IX;;;;MonicaCompromis;;;
VAL;1;Andrés Sanchis, Concepción Desamparados;Socialista;PSPV-PSOE;València;IX;;;;conchaandres;;;
VAL;0;Argüeso Torres, Emilio;Ciudadanos;Ciudadanos;Alacant;IX;Secretari 1r Mesa Corts;;;emilio_argueso;;;
VAL;0;Arques Cortés, Vicente;Socialista;PSPV-PSOE;Alacant;IX;;;;vicentearques;;;
VAL;1;Bachero Traver, Belén;Compromís;Coalició Compromís;Castelló;IX;;;;belenbachero;;;
VAL;1;Barceló Chico, Ana;Socialista;PSPV-PSOE;Alacant;IX;;;;anabarcelochico;;;
VAL;0;Bellver Casaña, Jorge;Popular;PP;València;IX;;;;JorgeBellver;;;
VAL;1;Bernal Talavera, María;Popular;PP;València;IX;;;;MariaBernalT;;;
VAL;0;Bertomeu Vallés, Antoni Joan;Popular;PP;Alacant;IX;;;;antonijoan;;;
VAL;1;Besalduch Besalduch, Ana María;Socialista;PSPV-PSOE;Castelló;IX;;;;AnaBesalduch;;;
VAL;0;Betoret Coll, Vicente;Popular;PP;València;IX;;;;VicenteBetoret;;;
VAL;0;Boix Pastor, Alfredo Miguel;Socialista;PSPV-PSOE;València;IX;;;;boixalfred;;;
VAL;1;Bonig Trigueros, Isabel Plácida;Popular;PP;Castelló;IX;;;;isabelbonig;;;
VAL;0;Briet Seguí, Rafael Francisco;Socialista;PSPV-PSOE;Alacant;IX;;;;rafabriet72;;;
VAL;1;Caballero Hueso, María Mercedes;Socialista;PSPV-PSOE;València;IX;;;;mercaballero2;;;
VAL;0;Caballero Montañés, Juan Carlos;Popular;PP;València;IX;;;;JCcaballeroM;;;
VAL;1;Cabedo Laborda, Cristina;Podemos - Podem;Podemos;Castelló;IX;;;;cabedolaborda;;;
VAL;0;Calpe Saera, José Ramón;Popular;PP;Castelló;IX;;;;Joseramoncalpe;;;
VAL;1;Campello Moreno, Marian;Compromís;Coalició Compromís;Alacant;IX;;;;MarianCampello;;;
VAL;0;Casanova Claramonte, Vicente;Popular;PP;Castelló;IX;;;;VteCasanova;;;
VAL;0;Castelló Sáez, Alfredo Cesáreo;Popular;PP;València;IX;;;;alfcastello;;;
VAL;1;Catalá Verdet, María José;Popular;PP;València;IX;;;;mjosecatala;;;
VAL;0;Cerdán Pastor, David;Socialista;PSPV-PSOE;Alacant;IX;;;;Davidcerdanpsoe;;;
VAL;0;Císcar Bolufer, José;Popular;PP;Alacant;IX;;;;pepeciscar;;;
VAL;0;Climent González, Rafael;Compromís;Coalició Compromís;Alacant;IX;;;;Rafa_Climentg;;;
VAL;0;Córdoba Cortijo, Juan Ginés;Ciudadanos;Ciudadanos;València;IX;;;;JuanGCordoba;;;
VAL;1;Díaz González, Elisa;Popular;PP;Alacant;IX;;;;ELIALICANTINA;;;
VAL;0;Domínguez Pérez, Miquel;NO ADSCRITO;;València;IX;;;;;;;
VAL;1;Escrig Monzó, Maria Sabina;Socialista;PSPV-PSOE;Castelló;IX;;;;Sabina_Escrig;;;
VAL;0;Estañ García, Antonio;Podemos - Podem;Podemos;Alacant;IX;;;;Estany_;;;
VAL;1;Ferrer Matvieychuc, Graciela Noemí;Compromís;Coalició Compromís;València;IX;;;;FerrerGra;;;
VAL;1;Ferrer San Segundo, María José;Popular;PP;València;IX;;;;MJFSanSegundo;;;
VAL;0;Ferri Fayos, Francesc Xavier;Compromís;Coalició Compromís;València;IX;;;;franferri_;;;
VAL;0;Font de Mora Turón, Alejandro;Popular;PP;Castelló;IX;;;;fontdemora;;;
VAL;1;Gallén Peris, Marta;Popular;PP;Castelló;IX;;;;GallenMarta;;;
VAL;1;García González, Rosa María;Ciudadanos;Ciudadanos;Alacant;IX;;;;rosalcoy;;;
VAL;1;García Jiménez, María José;Ciudadanos;Ciudadanos;València;IX;;;;;;;
VAL;0;García Latorre, Francisco Javier;Compromís;Coalició Compromís;València;IX;;;;PGarcia_Latorre;;;
VAL;1;García Muñoz, Teresa;Compromís;Coalició Compromís;València;IX;;;;TeresaGarMu;;;
VAL;0;García Salvador, Alberto;NO ADSCRITO;;Castelló;IX;;;;;;;
VAL;0;Garcia i Tomàs, Víctor;Compromís;Coalició Compromís;Castelló;IX;;;;VictorGarcia_T;;;
VAL;1;Garrigues Francés, María Blanca;Popular;PP;València;IX;;;;;;;
VAL;1;Gascó Enríquez, Beatriz;Popular;PP;Castelló;IX;;;;beatriz_gasco;;;
VAL;1;Gascó Verdier, Beatriz;Podemos - Podem;Podemos;Alacant;IX;;;;beatriugasco;;;
VAL;0;Geffner Sclarsky, Daniel Eduardo;Podemos - Podem;Podemos;València;IX;;;;DanielGeffner;;;
VAL;0;González Delgado, Fernando Blas;Socialista;PSPV-PSOE;València;IX;;;;;;;
VAL;1;Hernández Sánchez, Noelia del Carmen;Socialista;PSPV-PSOE;Alacant;IX;;;;NoeliaHdezS;;;
VAL;0;Ibáñez Bordonau, Rubén;Popular;PP;Castelló;IX;;;;RubenIBB;;;
VAL;0;Jiménez Doménech, César;Podemos - Podem;Podemos;Castelló;IX;;;;sezaret;;;
VAL;0;Juan Huguet, Jordi;Compromís;Coalició Compromís;València;IX;;;;jordi_juan;;;
VAL;1;Marcos Puig, Verónica;Popular;PP;València;IX;;;;VeronicaMarcosP;;;
VAL;0;Marí Malonda, Alexis Frederic;NO ADSCRITO;;València;IX;;;;AlexisMariM;;;
VAL;1;Martín Pérez, María Sandra;Socialista;PSPV-PSOE;Alacant;IX;;;;SandraMartinAbg;;;
VAL;1;Martínez Ramírez, Carmen;Socialista;PSPV-PSOE;València;IX;Vicepresidenta 1ª Corts;;;carmenpsoe;;;
VAL;0;Marzà Ibáñez, Vicent;Compromís;Coalició Compromís;Castelló;IX;;;;VicentMarza;;;
VAL;0;Mata Gómez, Manuel;Socialista;PSPV-PSOE;València;IX;;;;manolomata;;;
VAL;1;Meco Tébar, Fabiola María;Podemos - Podem;Podemos;València;IX;;;;FabiolaMeco;;;
VAL;0;Miguel Martínez, David de;NO ADSCRITO;;Castelló;IX;;;;davdemi;;;
VAL;1;Mollá Herrera, Mireia;Compromís;Coalició Compromís;Alacant;IX;;;;MireiaMolla;;;
VAL;0;Montiel Márquez, José Antonio;Podemos - Podem;Podemos;València;IX;;;;amontielmarquez;;;
VAL;0;Morera Català, Enric Xavier;Compromís;Coalició Compromís;València;IX;President Corts;;;enricmorera;;;
VAL;0;Mulet Taló, Miguel Ángel;Popular;PP;Castelló;IX;;;;MuletTalo;;;
VAL;0;Muñoz Lladró, José Enrique;Socialista;PSPV-PSOE;València;IX;;;;JMLladro;;;
VAL;1;Mustafá Ávila, Rosa de Falastín;Socialista;PSPV-PSOE;Alacant;IX;;;;FlordelTuria;;;
VAL;0;Nadal Sendra, José Ramón;Compromís;Coalició Compromís;Alacant;IX;;;;JRNadal;;;
VAL;0;Navarro Caballero, Juan de Dios;Popular;PP;Alacant;IX;;;;JuandeNavarro;;;
VAL;1;Navarro Casillas, Isaura;Compromís;Coalició Compromís;València;IX;;;;isauranavarro;;;
VAL;1;Oltra Jarque, Mònica;Compromís;Coalició Compromís;València;IX;;;;monicaoltra;;;
VAL;1;Ortega Requena, Maria Josep;Compromís;Coalició Compromís;València;IX;;;;mjoseportega;;;
VAL;1;Ortiz Vilella, Eva;Popular;PP;Alacant;IX;;;;EvaOrtizVilella;;;
VAL;0;Pallarès Piquer, Marc;Podemos - Podem;Podemos;Castelló;IX;;;;;;;
VAL;1;Parra Almiñana, María Teresa;Popular;PP;Alacant;IX;;;;mayteparrapp;;;
VAL;0;Pastor Llorens, Fernando;Popular;PP;Alacant;IX;;;;nandopastorl;;;
VAL;1;Peremarch Palomares, Covadonga;NO ADSCRITO;;Alacant;IX;;;;;;;
VAL;0;Pérez Fenoll, Manuel;Popular;PP;Alacant;IX;;;;mperezfenoll;;;
VAL;1;Peris Cervera, Rosa María;Socialista;PSPV-PSOE;València;IX;;;;rosaperis1;;;
VAL;0;Pineda Cuenca, Manuel;Socialista;PSPV-PSOE;Alacant;IX;;;;ManuelPinedaVB;;;
VAL;0;Ponce Guardiola, Juan Ignacio;Compromís;Coalició Compromís;València;IX;Portavoz adjunto;;;JuanPonceVerds;;;
VAL;0;Puig Ferrer, Joaquín Francisco;Socialista;PSPV-PSOE;Castelló;IX;;;;ximopuig;;;
VAL;1;Quiñonero Hernández, María Luz;Podemos - Podem;Podemos;Alacant;IX;;;;Llumq;;;
VAL;1;Rodríguez Armigen, Cristina;Compromís;Coalició Compromís;Alacant;IX;;;;crarmigen;;;
VAL;0;Rojo Sánchez, Domingo;NO ADSCRITO;;València;IX;;;;domingorojo63;;;
VAL;0;Salas Maldonado, José;Popular;PP;Alacant;IX;;;;JoseSalasMaldon;;;
VAL;1;Salvador Rubert, María José;Socialista;PSPV-PSOE;Castelló;IX;;;;mjsalvadorubert;;;
VAL;1;Sánchez Zamora, María del Carmen;Ciudadanos;Ciudadanos;Alacant;IX;;;;MCsanchezCs;;;
VAL;0;Santamaría Ruiz, Luis Javier;Popular;PP;València;IX;;;;LuisStamaria;;;
VAL;1;Serna Serrano, Antonia;Socialista;PSPV-PSOE;Alacant;IX;;;;aserna08;;;
VAL;0;Soler Beneyto, Víctor;Popular;PP;València;IX;;;;visoben;;;
VAL;0;Subías Ruiz De Villa, Juan Ignacio;Socialista;PSPV-PSOE;Castelló;IX;;;;;;;
VAL;0;Subiela Chico, Antonio;Ciudadanos;Ciudadanos;València;IX;;;;ToniSubiela;;;
VAL;1;Tirado Museros, Clara de Asís;Socialista;PSPV-PSOE;Castelló;IX;;;;ClaraTirado;;;
VAL;0;Tormo Moratalla, Emigdio;Ciudadanos;Ciudadanos;Alacant;IX;;;;EmigdioTormo;;;
VAL;0;Torres García, David;Podemos - Podem;Podemos;València;IX;;;;Davidtaron;;;
VAL;1;Ventura Campos, Mercedes;Ciudadanos;Ciudadanos;Castelló;IX;;;;mventuracs;;;
VAL;0;Woodward Poch, Antonio Joaquín;Ciudadanos;Ciudadanos;Alacant;IX;;;;woodpeckercs;;;
VAL;1;Yáñez Motos, María Remedio;Popular;PP;Alacant;IX;;;;remeyanez;;;
VAL;0;Zaplana López, José Juan;Popular;PP;Alacant;IX;;;;josejuanzaplana;;;
PB;0;Agirre Garitaonandia, Jasone;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;AgirreGarita;;;
PB;0;Aguirre Arizmendi, Iñaki;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;;
PB;0;Aiartza Zallo, Jon;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;0;Alonso Aranegui, Alfonso;GP PV-ETP;PP;ARABA;XI;;;;AlfonsoAlonsoPP;;;
PB;0;Andueza Lorenzo, Eneko;GP SV-EE;PSOE;GIPUZKOA;XI;;;;enekoandueza;;;
PB;1;Arana Varas, Eukene;GP EP;PODEMOS;BIZKAIA;XI;;;;eukenearana;;;
PB;1;Arregi Romarate, Amaia;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;1;Arrizabalaga Arruza, Leixuri;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;0;Arruabarrena Azpitarte, Mikel;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;0;Arzuaga Gumuzio, Julen;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;julenaretakoa;;;
PB;0;Álvarez Martínez, Gorka;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;GorkaAlvarez;;;
PB;0;Barrio Baroja, Carmelo;GP PV-ETP;PP;ARABA;XI;;;;barriobaroja;;;
PB;0;Becerra Carollo, Jose Ramón;GP EP;PODEMOS;ARABA;XI;;;;JoseRa_Becerra;;;
PB;1;Berasaluze Lazkano, Irune;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;IruneBerasaluze;;;
PB;0;Berriozabal Bóveda, Jone;GP EA-NV;EAJ-PNV;ARABA;XI;;;;joneberriozabal;;;
PB;1;Betolaza San Miguel, Amaia;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;1;Blanco de Angulo, Eva;GP EH Bildu;EH BILDU;ARABA;XI;;;;evaehbildu;;;
PB;0;Bollain Urbieta, Julen;GP EP;PODEMOS;GIPUZKOA;XI;;;;JulenBollain;;;
PB;0;Casanova Alonso, Iker;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;ikerkasanova;;;
PB;1;Castelo de Sa, Alexia;GP SV-EE;PSOE;BIZKAIA;XI;;;;;;;
PB;1;Corcuera Leunda, Susana;GP SV-EE;PSOE;GIPUZKOA;XI;;;;SusanaCorcueraL;;;
PB;0;Damborenea Basterrechea, Antonio;GP PV-ETP;PP;BIZKAIA;XI;;;;;;;
PB;1;de Bengoechea Estrade, Juana;GP PV-ETP;PP;GIPUZKOA;XI;;;;;;;
PB;0;Egibar Artola, Joseba;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;;
PB;0;Estarrona Elizondo, Josu;GP EH Bildu;EH BILDU;ARABA;XI;;;;Josu_Estarrona;;;
PB;1;Etxebarrieta Legrand, Oihana;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;BetaurrekoMorea;;;
PB;1;García Larrimbe, Edurne;GP EP;PODEMOS;ARABA;XI;;;;Edurne_Garcia_;;;
PB;1;Garrido Knörr, Laura;GP PV-ETP;PP;ARABA;XI;;;;lgarridoknorr;;;
PB;0;Goirizelaia Ordorika, Jone;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;;;;
PB;1;Gorospe Elezkano, Miren Josune;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;0;Grajales Rodríguez, Unai;GP EA-NV;EAJ-PNV;ARABA;XI;;;;UnaiGrajales;;;
PB;1;Guanche Suárez, Tinixara;GP EP;PODEMOS;BIZKAIA;XI;;;;tinixaraguanche;;;
PB;1;Gurrutxaga Uranga, Maialen;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;MaialenGurru;;;
PB;0;Hernandez Hidalgo, Jon;GP EP;PODEMOS;GIPUZKOA;XI;;;;txonigorri;;;
PB;1;Iriarte Okiñena, Maddalen;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;MaddalenIriarte;;;
PB;0;Iturrate Ibarra, Iñigo;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;1;Kortajarena Ibañez, Nerea;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;Nkortajarena;;;
PB;1;Larrauri Aranguren, Estíbaliz;GP EA-NV;EAJ-PNV;ARABA;XI;;;;elarrauri;;;
PB;1;Larrion Ruiz de Gauna, Miren;GP EH Bildu;EH BILDU;ARABA;XI;;;;miren_larrion;;;
PB;0;Latxaga Ugartemendia, David;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;1;Llanos Gómez, Nerea;GP PV-ETP;PP;BIZKAIA;XI;;;;nereallanospp;;;
PB;1;Lopez de Arroyabe Saez de Maturana, Eva;GP EH Bildu;EH BILDU;ARABA;XI;;;;;;;
PB;1;López de Ocariz López de Munain, M.ª del Carmen;GP PV-ETP;PP;ARABA;XI;;;;M_CarmenOcariz;;;
PB;1;Macazaga Saenz, Cristina;GP EP;PODEMOS;ARABA;XI;;;;cmacazaga;;;
PB;0;Martinez Zatón, Iñigo;GP EP;PODEMOS;ARABA;XI;;;;InigoMZaton;;;
PB;0;Martínez Hierro, Lander;GP EP;PODEMOS;BIZKAIA;XI;Portavoz;;;LanderMartinez_;;;
PB;1;Mendia Cueva, Idoia;GP SV-EE;PSOE;BIZKAIA;XI;;;;IdoiaMendia;;;
PB;1;Mendizabal Mendizabal, Garbiñe;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;Etxetxo;;;
PB;1;Molina Pérez, Rakel;GP EA-NV;EAJ-PNV;ARABA;XI;;;;Rakeltxm;;;
PB;0;Orbegozo Uribe, Kerman;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;;
PB;1;Oregi Bastarrika, Ana Isabel;GP EA-NV;EAJ-PNV;ARABA;XI;;;;AnaOregi;;;
PB;1;Otalora Ariño, Begoña;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
PB;1;Otamendi Tolosa, Maider;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;maiderotamendi;;;
PB;0;Otero Gabirondo, Mikel;GP EH Bildu;EH BILDU;ARABA;XI;;;;otero_mikel;;;
PB;0;Pastor Garrido, José Antonio;GP SV-EE;PSOE;BIZKAIA;XI;;;;JoseanPastor;;;
PB;1;Pinedo Bustamante, Leire;GP EH Bildu;EH BILDU;BIZKAIA;XI;;;;pinedoleire;;;
PB;0;Prieto San Vicente, Txarli;GP SV-EE;PSOE;ARABA;XI;;;;txarliprieto;;;
PB;0;Ramírez-Escudero Isusi, Juan Carlos;GP EA-NV;EAJ-PNV;ARABA;XI;;;;;;;
PB;1;Rojo Solana, Natalia;GP SV-EE;PSOE;ARABA;XI;;;;natagorri;;;
PB;1;Romero Pozo, Rafaela;GP SV-EE;PSOE;GIPUZKOA;XI;;;;rafaela_romero;;;
PB;0;Ruiz de Arbulo Cerio, Javier;GP PV-ETP;PP;ARABA;XI;;;;JavierRuiz_PP ‏;;;
PB;1;Sánchez Martín, Gloria;GP SV-EE;PSOE;ARABA;XI;;;;gloria_marti;;;
PB;0;Semper Pascual, Francisco de Borja;GP PV-ETP;PP;GIPUZKOA;XI;;;;bsemper;;;
PB;1;Tejeria Otermin, Bakartxo;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;;
PB;0;Tellería Orriols, Luis Javier;GP EA-NV;EAJ-PNV;ARABA;XI;;;;luisjatelle;;;
PB;1;Ubera Aranzeta, Rebeka;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;RebekaUbera;;;
PB;1;Ugarte Zubizarreta, Larraitz;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;larraitz_ugarte;;;
PB;0;Uribe-Etxebarria Apalategi, Luke;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;Iturtabarrena;;;
PB;0;Urizar Karetxe, Pello;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;pellourizar;;;
PB;0;Uría Serrano, Juan Luis;GP EP;PODEMOS;BIZKAIA;XI;;;;jl_uria;;;
PB;0;Urkullu Renteria, Iñigo;GP EA-NV;EAJ-PNV;ARABA;XI;;;;urkulluLHK;;;
PB;0;Urrutia Oianguren, Aitor;GP EA-NV;EAJ-PNV;GIPUZKOA;XI;;;;;;;
PB;0;Urruzuno Urresti, Unai;GP EH Bildu;EH BILDU;GIPUZKOA;XI;;;;uurruzuno;;;
PB;1;Zabala Artano, Maria Pilar;GP EP;PODEMOS;GIPUZKOA;XI;;;;pili_zabala;;;
PB;0;Zorrilla Ibañez, Joseba;GP EA-NV;EAJ-PNV;BIZKAIA;XI;;;;;;;
MUR;1;Consuelo Cano Hernández;GP Socialista;PSOE;ÚNICA;IX;;;;consuelopsrm;;;
MUR;0;Jesús Cano Molina;GP Popular;PP;ÚNICA;IX;;;;jecamol;;;
MUR;1;Isabel María Casalduero Jódar;GP Socialista;PSOE;ÚNICA;IX;;;;Isacasalduero;;;
MUR;0;Miguel Cascales Tarazona;GP Popular;PP;ÚNICA;IX;;;;MiguelCascalesT;;;
MUR;0;Domingo Coronado Romero;GP Popular;PP;ÚNICA;IX;;;;domin_coronado;;;
MUR;1;María Patricia Fernández López;GP Popular;PP;ÚNICA;IX;;;;PatriciaArchena;;;
MUR;0;Luis Francisco Fernández Martínez;GP Ciudadanos-Partido de la Ciudadanía;CIUDADANOS;ÚNICA;IX;;;;csluisfernandez;;;
MUR;1;Yolanda Fernández Sánchez;GP Socialista;PSOE;ÚNICA;IX;;;;YolandaFersan;;;
MUR;1;María Ángeles García Navarro;GP Podemos;PODEMOS;ÚNICA;IX;;;;MariaAngelesGN;;;
MUR;0;Miguel García Quesada;GP Podemos;PODEMOS;ÚNICA;IX;;;;miguelmiguel;;;
MUR;1;María Giménez Casalduero;GP Podemos;PODEMOS;ÚNICA;IX;;;;maria_gimenez1;;;
MUR;1;Inmaculada González Romero;GP Popular;PP;ÚNICA;IX;;;;inmagonzalezr;;;
MUR;0;Rafael González Tovar;GP Socialista;PSOE;ÚNICA;IX;;;;RafaGTovar;;;
MUR;0;Juan Guillamón Álvarez;GP Popular;PP;ÚNICA;IX;;;;JuanGuillamon;;;
MUR;0;Antonio Guillamón Insa;GP Socialista;PSOE;ÚNICA;IX;;;;aguillamoninsa;;;
MUR;0;Javier Iniesta Alcázar;GP Popular;PP;ÚNICA;IX;;;;JIA1966;;;
MUR;0;Emilio Ivars Ferrer;GP Socialista;PSOE;ÚNICA;IX;;;;eivars;;;
MUR;0;Francisco Jodar Alonso;GP Popular;PP;ÚNICA;IX;;;;paco_jodar;;;
MUR;0;Fernando López Miras;GP Popular;PP;ÚNICA;IX;;;;LopezMirasF;;;
MUR;1;María López Montalbán;GP Podemos;PODEMOS;ÚNICA;IX;;;;MariaLMontalban;;;
MUR;0;Miguel Ángel López Morell;GP Ciudadanos-Partido de la Ciudadanía;CIUDADANOS;ÚNICA;IX;;;;mlmorell;;;
MUR;0;Joaquín López Pagán;GP Socialista;PSOE;ÚNICA;IX;;;;JoaquinLopezP;;;
MUR;1;Presentación López Piñero;GP Socialista;PSOE;ÚNICA;IX;;;;presenlp;;;
MUR;1;Ascensión Ludeña López;GP Socialista;PSOE;ÚNICA;IX;;;;Choni_Lude;;;
MUR;0;Alfonso Martínez Baños;GP Socialista;PSOE;ÚNICA;IX;;;;Alfonso160958;;;
MUR;0;Ángel Rafael Martínez Lorente;GP Socialista;PSOE;ÚNICA;IX;;;;AngelRafaelML;;;
MUR;0;Víctor Manuel Martínez Muñoz;GP Popular;PP;ÚNICA;IX;Portavoz GP;;;victormmartinez;;;
MUR;0;Víctor Martínez-Carrasco Guzmán;GP Popular;PP;ÚNICA;IX;;;;;;;
MUR;1;Monica Meroño Fernández;GP Popular;PP;ÚNICA;IX;;;;monicamerono;;;
MUR;0;Juan José Molina Gallardo;GP Ciudadanos-Partido de la Ciudadanía;CIUDADANOS;ÚNICA;IX;;;;JuanjoMoliGal;;;
MUR;1;Adoración Molina López;GP Popular;PP;ÚNICA;IX;;;;dorialcayna66;;;
MUR;1;María Rosario Montero Rodríguez;GP Popular;PP;ÚNICA;IX;;;;;;;
MUR;0;Jesús Navarro Jiménez;GP Socialista;PSOE;ÚNICA;IX;;;;navarroximenez;;;
MUR;0;Marcos Ortuño Soto;GP Popular;PP;ÚNICA;IX;;;;MarcosOrtuno;;;
MUR;0;Juan Pagán Sánchez;GP Popular;PP;ÚNICA;IX;;;;;;;
MUR;0;Andres Pedreño Cánovas;GP Podemos;PODEMOS;ÚNICA;IX;;;;andrespe2008;;;
