ccaa;gender;diputado;grupo;partido;provincia;legislatura;cargo;handle;;twitter account;;;
CLM;1;Abengózar Castillo, Ana Isabel;GP Socialista;PSOE;CIUDAD REAL;IX;;;;;;;
CLM;1;Agudo Alonso, Carolina;GP Popular;PP;TOLEDO;IX;;;;carolagudo;;;
CLM;1;Alonso Rojas, Claudia;GP Popular;PP;TOLEDO;IX;;;;claudiaalonsso;;;
CLM;1;Arnedo Megías, Cesárea;GP Popular;PP;ALBACETE;IX;Secretaria 2ª de la Mesa;;;;;;
CLM;1;Callado García, Pilar;GP Socialista;PSOE;ALBACETE;IX;;;;Pilarcallado;;;
CLM;0;Cañizares Jiménez, Francisco;GP Popular;PP;CIUDAD REAL;IX;Portavoz del Grupo Parlamentario;;;;;;
CLM;1;Díaz García, María;GP Podemos;Podemos;TOLEDO;IX;Vicepresidenta 1ª de la Mesa;;;MDiaz_Garcia;;;
CLM;0;Escudero Palomo, José Luis;GP Socialista;PSOE;GUADALAJARA;IX;;;;JL_escudero;;;
CLM;0;Esteban Santamaría, Rafael;GP Socialista;PSOE;GUADALAJARA;IX;;;;Rafa_Esteban_;;;
CLM;1;Fernández Morena, Blanca Pilar;GP Socialista;PSOE;CIUDAD REAL;IX;Portavoz del Grupo Parlamentario;;;blancaporzuna;;;
CLM;0;Fernández Vaquero, Gregorio Jesús;GP Socialista;PSOE;TOLEDO;IX;Presidente de la Mesa;;;jfvaquero;;;
CLM;1;García Saco, María del Rosario;GP Socialista;PSOE;TOLEDO;IX;;;;charocamarena;;;
CLM;0;García-Page Sánchez, Emiliano;GP Socialista;PSOE;TOLEDO;IX;;;;garciapage;;;
CLM;0;González Caballero, Miguel Ángel ;GP Socialista;PSOE;CIUDAD REAL;IX;;;;Migonzalezcaba;;;
CLM;1;Guarinos López, Ana Cristina;GP Popular;PP;GUADALAJARA;IX;;;;;;;
CLM;0;Llorente Sánchez, David;GP Podemos;Podemos;GUADALAJARA;IX;Portavoz del Grupo Parlamentario;;;DavidLlorenteS;;;
CLM;0;Lucas-Torres López-Casero, Antonio José;GP Popular;PP;CIUDAD REAL;IX;;;;alucastorres;;;
CLM;0;Marín Megía, Fausto ;GP Socialista;PSOE;CIUDAD REAL;IX;;;;MARINMEGIA;;;
CLM;0;Martínez Gómez, Antonio;GP Popular;PP;ALBACETE;IX;;;;;;;
CLM;0;Martínez Guijarro, José Luis;GP Socialista;PSOE;CUENCA;IX;;;;Guijarrojl;;;
CLM;1;Martínez Peñarrubia, María Pilar;GP Popular;PP;CUENCA;IX;;;;;;;
CLM;1;Merino Chacón, María Dolores;GP Popular;PP;CIUDAD REAL;IX;;;;lolamerino68;;;
CLM;0;Mora Rodríguez, Fernando;GP Socialista;PSOE;TOLEDO;IX;;;;fmora20158;;;
CLM;0;Navarrete Pérez, Josefa;GP Socialista;PSOE;ALBACETE;IX;Secretaria 1ª de la Mesa;;;JOSEFANAVARRET2;;;
CLM;0;Núñez Núñez, Francisco Javier;GP Popular;PP;ALBACETE;IX;;;;paconunez_;;;
CLM;0;Robisco Pascual, Lorenzo;GP Popular;PP;GUADALAJARA;IX;;;;;;;
CLM;1;Roldán García, María;GP Popular;PP;CUENCA;IX;;;;;;;
CLM;0;Sáez Cruz, Emilio;GP Socialista;PSOE;ALBACETE;IX;;;;emiliosaezcruz;;;
CLM;0;Tirado Ochoa, Vicente;GP Popular;PP;TOLEDO;IX;Vicepresidente 2º de la Mesa;;;;;;
CLM;1;Torralba Valiente, Carmen;GP Socialista;PSOE;CUENCA;IX;;;;;;;
CLM;0;Tortosa Ruiz, José Manuel;GP Popular;PP;CUENCA;IX;;;;;;;
CLM;1;Valentín González, María Cortes;GP Popular;PP;CIUDAD REAL;IX;;;;;;;
CLM;0;Velázquez Romo, Carlos;GP Popular;PP;TOLEDO;IX;;;;cvelazquezromo;;;
NAV;1;Alemán Arrastio, Virginia;GP Geroa Bai;Geroa Bai;NAVARRA;IX;;;;;;;
NAV;1;Altuna Ochotorena, Cristina;GP UPN;UPN;NAVARRA;IX;;;;;;;
NAV;0;Anaut Peña, David;GP Bildu;Bildu;NAVARRA;IX;;;;;;;
NAV;0;Araiz Flamarique, Adolfo;GP Bildu;Bildu;NAVARRA;IX;Portavoz del Grupo Parlamentario;;;AdolfoAraiz;;;
NAV;1;Aramburu Bergua, Isabel;GP Geroa Bai;Geroa Bai;NAVARRA;IX;;;;;;;
NAV;1;Aranoa Astigarraga, Miren;GP Bildu;Eusko Alkartasuna;NAVARRA;IX;;;;mirenaranoa;;;
NAV;0;Arizcuren Pola, Óscar;GP UPN;UPN;NAVARRA;IX;Secretario Segundo;;;oscarnoain;;;
NAV;1;Aznárez Igarza, Ainhoa;GP Podemos-Ahal Dugu;Podemos;NAVARRA;IX;Presidenta del Parlamento;;;ainhoaaznarEZ;;;
NAV;1;Barcos Berruezo, Uxue;GP Geroa Bai;Geroa Bai;NAVARRA;IX;;;;uxuebarkos;;;
NAV;1;Beltrán Villalba, Ana María;GP PP;PP;NAVARRA;IX;Portavoz del Grupo Parlamentario;;;abeltran_ana;;;
NAV;0;Buil García, Mikel;GP Podemos-Ahal Dugu;Podemos;NAVARRA;IX;Portavoz del Grupo Parlamentario;;;MikelBuil;;;
NAV;1;Carrillo Suarez, Fanny Cecilia;GP Podemos-Ahal Dugu;Podemos;NAVARRA;IX;;;;;;;
NAV;0;Casado Oliver, Luis;GP UPN;UPN;NAVARRA;IX;;;;;;;
NAV;0;Castiella Imaz, Jokin;GP Geroa Bai;Geroa Bai;NAVARRA;IX;;;;JokinCastiella;;;
NAV;0;Catalán Higueras, Alberto;GP UPN;UPN;NAVARRA;IX;Vicepresidente segundo;;;albertocatalanh;;;
NAV;1;Chivite Navascués, María Victoria;GP PSN;PSOE;NAVARRA;IX;Portavoz del Grupo Parlamentario;;;mavichina;;;
NAV;0;Couso Chamarro, Carlos;GP Podemos-Ahal Dugu;Podemos;NAVARRA;IX;;;;;;;
NAV;1;Doménech Linde, Mónica;GP UPN;UPN;NAVARRA;IX;;;;;;;
NAV;1;De Simón Caballero, María Luisa;GP Izquierda-Ezquerra;Izquierda-Ezquerra;NAVARRA;IX;;;;marisadesimon;;;
NAV;1;Ganuza Bernaola, Begoña;GP UPN;UPN;NAVARRA;IX;;;;;;;
NAV;0;García Adanero, Carlos;GP UPN;UPN;NAVARRA;IX;;;;;;;
NAV;1;Fernández de Garayalde Lazkano Sala, María Asunción;GP Bildu;Bildu;NAVARRA;IX;;;;;;;
NAV;0;Esparza Abaurrea, José Javier;GP UPN;UPN;NAVARRA;IX;Portavoz del Grupo Parlamentario;;;JavierJesparza;;;
NAV;0;Eraso Salazar, Rafael;GP Geroa Bai;Geroa Bai;NAVARRA;IX;;;;RafaelEraso;;;
NAV;0;García Jiménez, Javier;GP PP;PP;NAVARRA;IX;;;;javiergar_;;;
NAV;1;García Malo, Maribel;GP UPN;UPN;NAVARRA;IX;;;;;;;
NAV;0;Garmendia Pérez, Guzmán Miguel;GP PSN;PSN;NAVARRA;IX;;;;guzmangarmendia;;;
NAV;0;Gimeno Gurpegui, Carlos;GP PSN;PSN;NAVARRA;IX;;;;;;;
NAV;0;Hualde Iglesias, Unai;GP Geroa Bai;EAJ-PNV;NAVARRA;IX;Vicepresidente primero;;;unaihualde;;;
NAV;0;Iriarte López, Iñaki;GP UPN;UPN;NAVARRA;IX;;;;inaki_iriarte;;;
NAV;1;Izurdiaga Osinaga, Aranzazu;GP Bildu;Bildu;NAVARRA;IX;;;;;;;
NAV;1;Jurío Macaya, María Inmaculada;GP PSN;PSN;NAVARRA;IX;;;;ijurioma;;;
NAV;1;Korres Bengoetxea, María Esther;GP Bildu;Bildu;NAVARRA;IX;;;;KorresBengoe;;;
NAV;0;Leuza García, Patxi;GP Geroa Bai;Geroa Bai;NAVARRA;IX;;;;patxileuza;;;
NAV;0;Martínez Urionabarrenetxea, Koldo;GP Geroa Bai;Geroa Bai;NAVARRA;IX;Portavoz del Grupo Parlamentario;;;komaur;;;
NAV;1;Medina Santos, Nuria;GP PSN;PSN;NAVARRA;IX;;;;nmsantos78;;;
NAV;0;Nuin Moreno, José Miguel;GP Izquierda-Ezquerra;Izquierda-Ezquerra;NAVARRA;IX;Portavoz del Grupo Parlamentario;;;josemiguelnuin;;;
NAV;1;Pérez Ruano, Laura Lucía;GP Podemos-Ahal Dugu;Podemos;NAVARRA;IX;;;;laperua;;;
NAV;0;Ramírez Erro, Maiorga;GP Bildu;Eusko Alkartasuna;NAVARRA;IX;Secretario Primero;;;MarorgaRamirez;;;
NAV;1;Ruiz Jaso, Bakartxo;GP Bildu;Bildu;NAVARRA;IX;;;;BakartxoR;;;
NAV;1;Ruiz López, M.ª Concepción;GP PSN;PSN;NAVARRA;IX;;;;;;;
NAV;1;Sáez Barrao, María Teresa;GP Podemos-Ahal Dugu;Podemos;NAVARRA;IX;;;;TereSaezBarrao;;;
NAV;1;San Martín Aniz, Ana;GP UPN;UPN;NAVARRA;IX;;;;martin_aniz;;;
NAV;0;Sánchez de Muniáin Lacasia, Juan Luis;GP UPN;UPN;NAVARRA;IX;;;;;;;
NAV;1;Satrústegui Marturet, Consuelo;GP Geroa Bai;Geroa Bai;NAVARRA;IX;;;;CsSatrustegui;;;
NAV;0;Sayas López, Sergio;GP UPN;UPN;NAVARRA;IX;;;;sergiosayas;;;
NAV;0;Zarraluqui Ortigosa, Luis;GP UPN;UPN;NAVARRA;IX;;;;LZ_mipio;;;
CANT;1;Abascal Diego, Silvia;GP Socialista;PSOE;CANTABRIA;IX;;;;silvisaes;;;
CANT;0;Albalá Bolado, Luis Carlos;GP Popular;PP;CANTABRIA;IX;;;;lcAlbala;;;
CANT;1;Beitia Vila, Ruth;GP Popular;PP;CANTABRIA;IX;;;;Ruthypeich;;;
CANT;0;Blanco Gómez, Juan Guillermo;GP Regionalista;PRC;CANTABRIA;IX;;;;GuillermOngayo;;;
CANT;0;Blanco Gutiérrez, José Ramón;GP Podemos;PODEMOS Cantabria;CANTABRIA;IX;;;;jr_blanco_;;;
CANT;0;Bolado Donis, Alberto;GP Podemos;PODEMOS Cantabria;CANTABRIA;IX;Secretario 1º de la Mesa;;;albertobolado;;;
CANT;0;Calderón Ciriza, Ildefonso;GP Popular;PP;CANTABRIA;IX;;;;ildecalderon;;;
CANT;0;Carrancio Dulanto, Juan Ramón;GP Mixto;Ciudadanos;CANTABRIA;IX;Secretario 2º de la Mesa;;;JRCarrancio;;;
CANT;0;Casal Guillén, Víctor;GP Socialista;PSOE;CANTABRIA;IX;Portavoz del Grupo Parlamentario;;;Vcasal;;;
CANT;0;Corral Díez del Corral, Guillermo José del;GP Socialista;PSOE;CANTABRIA;IX;;;;gdcmolledo;;;
CANT;1;Díaz Fernández, Rosa Carmen;GP Regionalista;PRC;CANTABRIA;IX;;;;rcdiazfer73;;;
CANT;1;Díaz Tezanos, Rosa Eva;GP Socialista;PSOE;CANTABRIA;IX;;;;EvaDiazTezanos;;;
CANT;0;Diego Palacios, Juan Ignacio;GP Popular;PP;CANTABRIA;IX;;;;;;;
CANT;0;Fernández Fernández, Luis Fernando;GP Regionalista;PRC;CANTABRIA;IX;;;;FeFe_PRC;;;
CANT;0;Fernandez García, Íñigo;GP Popular;PP;CANTABRIA;IX;;;;ifedezg;;;
CANT;0;Fernández Viadero, José Miguel;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;1;Fernández Viaña, Paula;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;0;Gómez González, Rubén;GP Mixto;Ciudadanos;CANTABRIA;IX;Portavoz del Grupo Parlamentario;;;rubn_gomz;;;
CANT;1;Gorostiaga Saiz, María Dolores;GP Socialista;PSOE;CANTABRIA;IX;Presidenta de la Mesa;;;lolagorostiaga;;;
CANT;0;Hernando García, Pedro José;GP Regionalista;PRC;CANTABRIA;IX;Portavoz del Grupo Parlamentario;;;;;;
CANT;0;Igual Ortiz, José Manuel;GP Popular;PP;CANTABRIA;IX;;;;OrtizIgual;;;
CANT;1;Lombó Gutiérrez, Marina;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;1;Mazas Pérez-Oleaga, Cristina;GP Popular;PP;CANTABRIA;IX;;;;;;;
CANT;0;Mazón Ramos, José María;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;1;Méndez Sáinz-Maza, Ana Isabel;GP Socialista;PSOE;CANTABRIA;IX;;;;chabelamendez;;;
CANT;1;Noceda Llano, María Teresa;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;1;Obregón Abascal, Ana;GP Regionalista;PRC;CANTABRIA;IX;;;;AnaObregonAbasc;;;
CANT;1;Ordóñez López, Verónica;GP Podemos;PODEMOS Cantabria;CANTABRIA;IX;Portavoz del Grupo Parlamentario;;;Verito_OL;;;
CANT;0;Ortiz Uriarte, Francisco;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;0;Palacio García, Miguel Ángel;GP Socialista;PSOE;CANTABRIA;IX;;;;;;;
CANT;0;Recio Esteban, Santiago;GP Popular;PP;CANTABRIA;IX;;;;RecioSantiago;;;
CANT;0;Revilla Roiz, Miguel Ángel;GP Regionalista;PRC;CANTABRIA;IX;;;;RevillaMiguelA;;;
CANT;0;Rodríguez Argüeso, Francisco Javier;GP Popular;PP;CANTABRIA;IX;;;;;;;
CANT;1;Ruiz García, María Matilde;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;0;Ruiz Ruiz, Ramón;GP Socialista;PSOE;CANTABRIA;IX;;;;;;;
CANT;1;Sáenz de Buruaga Gómez, María José;GP Popular;PP;CANTABRIA;IX;Vicepresidenta 2ª de la Mesa;;;mjburuaga;;;
CANT;0;Sainz Ruiz, Ángel;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;0;Serna Hernáiz, Íñigo Joaquín de la;GP Popular;PP;CANTABRIA;IX;;;;idlserna;;;
CANT;0;Sierra González, Rafael de la;GP Regionalista;PRC;CANTABRIA;IX;;;;;;;
CANT;1;Toribio Ruiz, María Mercedes;GP Popular;PP;CANTABRIA;IX;;;;;;;
CANT;1;Urrutia de los Mozos, María Isabel;GP Popular;PP;CANTABRIA;IX;;;;misabelurrutia;;;
CANT;1;Valdés Huidobro, María Rosa;GP Regionalista;PRC;CANTABRIA;IX;Vicepresidenta 1ª de la Mesa;;;;;;
CANT;0;Van den Eynde Ceruti, Eduardo;GP Popular;PP;CANTABRIA;IX;Portavoz del Grupo Parlamentario;;;eduardo_eynd;;;
